timestamp,src_ip,dest_ip,domain,bytes,user
2026-04-02 15:59:57,10.0.0.6,203.129.75.36,sharepoint.com,1594742,bob
2026-04-02 14:17:59,10.0.0.12,203.76.170.188,zoom.us,1611963,grace
2026-04-02 09:30:05,10.0.0.14,203.163.80.250,aws.amazon.com,1033845,ivan
2026-04-02 09:06:05,10.0.0.19,203.58.17.87,cloudflare.com,520895,mallory
2026-04-02 12:34:19,10.0.0.5,203.52.23.196,salesforce.com,1676749,alice
2026-04-02 15:54:30,10.0.0.31,203.10.132.40,spotify.com,1238506,pat
2026-04-02 12:12:09,10.0.0.5,203.142.38.25,salesforce.com,1748615,alice
2026-04-02 15:10:06,10.0.0.9,203.71.103.110,cloudflare.com,1949566,dave
2026-04-02 15:31:23,10.0.0.19,203.156.25.46,zendesk.com,314652,mallory
2026-04-02 11:05:38,10.0.0.31,203.175.48.76,slack.com,1140737,pat
2026-04-02 14:16:11,10.0.0.14,203.232.35.120,stackoverflow.com,682074,ivan
2026-04-02 08:21:21,10.0.0.5,203.85.177.212,aws.amazon.com,376045,alice
2026-04-02 08:16:43,10.0.0.22,203.32.43.72,office365.com,1412406,oscar
2026-04-02 15:29:46,10.0.0.22,203.219.7.13,zoom.us,1727637,oscar
2026-04-02 15:15:46,10.0.0.8,203.248.4.7,zoom.us,1181876,carol
2026-04-02 10:25:41,10.0.0.5,203.179.14.70,spotify.com,1330699,alice
2026-04-02 12:54:36,10.0.0.19,203.178.243.136,slack.com,484233,mallory
2026-04-02 12:45:48,10.0.0.5,203.195.218.35,microsoft.com,1710975,alice
2026-04-02 14:37:51,10.0.0.31,203.55.158.144,slack.com,890355,pat
2026-04-02 13:20:45,10.0.0.19,203.187.40.227,zendesk.com,1557650,mallory
2026-04-02 11:26:17,10.0.0.12,203.121.113.109,salesforce.com,352830,grace
2026-04-02 11:51:13,10.0.0.19,203.42.51.138,sharepoint.com,930133,mallory
2026-04-02 12:54:56,10.0.0.12,203.29.98.10,spotify.com,736587,grace
2026-04-02 11:34:53,10.0.0.10,203.115.159.86,office365.com,756197,eve
2026-04-02 10:26:43,10.0.0.8,203.151.140.11,github.com,1288061,carol
2026-04-02 08:37:55,10.0.0.31,203.25.213.206,microsoft.com,986437,pat
2026-04-02 11:16:43,10.0.0.5,203.174.81.110,aws.amazon.com,1682068,alice
2026-04-02 09:07:35,10.0.0.31,203.248.81.49,spotify.com,1907014,pat
2026-04-02 15:35:45,10.0.0.13,203.244.243.97,microsoft.com,1779728,henry
2026-04-02 12:35:31,10.0.0.5,203.15.101.35,fastly.net,1877611,alice
2026-04-02 12:46:15,10.0.0.8,203.93.215.82,google.com,575874,carol
2026-04-02 12:27:47,10.0.0.6,203.230.210.84,linkedin.com,1485613,bob
2026-04-02 15:34:25,10.0.0.9,203.120.206.164,akamai.com,168681,dave
2026-04-02 09:48:12,10.0.0.22,203.14.236.140,zoom.us,1266541,oscar
2026-04-02 10:15:15,10.0.0.8,203.154.98.78,sharepoint.com,854712,carol
2026-04-02 08:11:09,10.0.0.19,203.250.61.94,salesforce.com,609291,mallory
2026-04-02 12:01:11,10.0.0.13,203.178.202.65,netflix.com,1028800,henry
2026-04-02 14:50:04,10.0.0.19,203.194.185.119,netflix.com,44342,mallory
2026-04-02 15:32:59,10.0.0.13,203.199.67.37,cloudflare.com,886051,henry
2026-04-02 12:29:27,10.0.0.13,203.44.147.194,office365.com,578213,henry
2026-04-02 11:31:28,10.0.0.22,203.231.102.87,zendesk.com,489263,oscar
2026-04-02 13:41:23,10.0.0.31,203.222.211.63,akamai.com,1898735,pat
2026-04-02 10:54:54,10.0.0.31,203.100.115.185,google.com,310917,pat
2026-04-02 09:49:38,10.0.0.8,203.126.102.215,salesforce.com,316371,carol
2026-04-02 08:29:46,10.0.0.10,203.75.179.242,office365.com,1161477,eve
2026-04-02 12:34:07,10.0.0.9,203.191.240.85,stackoverflow.com,1878619,dave
2026-04-02 10:46:21,10.0.0.19,203.105.115.22,google.com,1192697,mallory
2026-04-02 13:15:26,10.0.0.5,203.118.63.176,linkedin.com,968163,alice
2026-04-02 15:03:23,10.0.0.6,203.106.212.39,zoom.us,1537056,bob
2026-04-02 12:25:34,10.0.0.5,203.97.70.73,slack.com,1694563,alice
2026-04-02 11:36:26,10.0.0.19,203.249.187.6,zendesk.com,1510944,mallory
2026-04-02 13:54:34,10.0.0.14,203.30.36.12,aws.amazon.com,857258,ivan
2026-04-02 14:12:04,10.0.0.6,203.79.174.159,sharepoint.com,704894,bob
2026-04-02 10:57:17,10.0.0.5,203.163.10.153,cloudflare.com,625287,alice
2026-04-02 14:44:15,10.0.0.5,203.176.188.20,netflix.com,414111,alice
2026-04-02 11:57:04,10.0.0.12,203.110.24.11,youtube.com,1323644,grace
2026-04-02 13:08:13,10.0.0.13,203.7.22.165,spotify.com,1391411,henry
2026-04-02 10:44:04,10.0.0.31,203.155.243.178,google.com,673483,pat
2026-04-02 08:57:05,10.0.0.14,203.61.2.125,stackoverflow.com,1736756,ivan
2026-04-02 14:51:23,10.0.0.14,203.112.181.106,salesforce.com,162247,ivan
2026-04-02 14:02:32,10.0.0.9,203.203.41.52,google.com,1061826,dave
2026-04-02 11:14:05,10.0.0.19,203.227.191.138,spotify.com,1491216,mallory
2026-04-02 13:32:00,10.0.0.9,203.161.33.214,salesforce.com,1532680,dave
2026-04-02 15:34:01,10.0.0.22,203.155.222.155,teams.microsoft.com,276979,oscar
2026-04-02 09:55:50,10.0.0.8,203.205.67.88,akamai.com,745121,carol
2026-04-02 10:31:44,10.0.0.22,203.52.185.47,akamai.com,1903760,oscar
2026-04-02 10:00:31,10.0.0.19,203.125.40.46,teams.microsoft.com,1657907,mallory
2026-04-02 09:20:24,10.0.0.22,203.229.67.252,fastly.net,1943596,oscar
2026-04-02 15:25:18,10.0.0.9,203.108.6.41,akamai.com,550076,dave
2026-04-02 09:47:15,10.0.0.10,203.29.128.250,github.com,1752262,eve
2026-04-02 12:41:58,10.0.0.8,203.156.167.134,fastly.net,1529237,carol
2026-04-02 14:25:15,10.0.0.14,203.86.42.158,salesforce.com,520375,ivan
2026-04-02 08:03:36,10.0.0.13,203.164.235.70,teams.microsoft.com,859701,henry
2026-04-02 10:51:15,10.0.0.22,203.179.106.30,slack.com,251438,oscar
2026-04-02 10:37:53,10.0.0.22,203.11.48.223,salesforce.com,544322,oscar
2026-04-02 08:49:17,10.0.0.5,203.181.86.234,salesforce.com,1637687,alice
2026-04-02 15:17:53,10.0.0.12,203.215.115.96,teams.microsoft.com,1068368,grace
2026-04-02 12:32:03,10.0.0.5,203.188.61.183,spotify.com,1776876,alice
2026-04-02 10:29:27,10.0.0.8,203.52.245.24,stackoverflow.com,1010935,carol
2026-04-02 08:26:48,10.0.0.6,203.80.216.195,github.com,580893,bob
2026-04-02 09:18:21,10.0.0.22,203.13.251.221,aws.amazon.com,719021,oscar
2026-04-02 09:55:16,10.0.0.19,203.86.175.169,linkedin.com,310971,mallory
2026-04-02 15:34:00,10.0.0.14,203.170.227.140,zendesk.com,544043,ivan
2026-04-02 12:18:08,10.0.0.14,203.79.226.116,spotify.com,823512,ivan
2026-04-02 12:16:16,10.0.0.10,203.113.60.130,linkedin.com,722100,eve
2026-04-02 09:00:10,10.0.0.12,203.128.238.176,aws.amazon.com,18479,grace
2026-04-02 15:20:56,10.0.0.13,203.142.100.244,office365.com,230030,henry
2026-04-02 15:08:59,10.0.0.13,203.190.221.143,stackoverflow.com,1894790,henry
2026-04-02 14:06:42,10.0.0.8,203.141.19.92,fastly.net,1889415,carol
2026-04-02 13:33:22,10.0.0.14,203.127.99.139,akamai.com,1117098,ivan
2026-04-02 12:49:54,10.0.0.19,203.238.131.114,akamai.com,1067735,mallory
2026-04-02 09:15:14,10.0.0.19,203.57.132.115,google.com,1369639,mallory
2026-04-02 13:12:58,10.0.0.13,203.145.116.231,akamai.com,650491,henry
2026-04-02 12:39:57,10.0.0.9,203.199.72.169,netflix.com,1558133,dave
2026-04-02 09:00:58,10.0.0.19,203.251.246.186,google.com,606626,mallory
2026-04-02 10:47:46,10.0.0.9,203.79.82.197,linkedin.com,1053308,dave
2026-04-02 11:19:16,10.0.0.22,203.41.124.237,zendesk.com,1953468,oscar
2026-04-02 12:47:10,10.0.0.13,203.180.152.66,akamai.com,1309560,henry
2026-04-02 11:16:09,10.0.0.8,203.195.193.63,netflix.com,726841,carol
2026-04-02 08:25:26,10.0.0.8,203.216.85.91,slack.com,1990756,carol
2026-04-02 12:06:48,10.0.0.12,203.220.42.131,teams.microsoft.com,449013,grace
2026-04-02 15:59:34,10.0.0.22,203.207.89.50,teams.microsoft.com,1260487,oscar
2026-04-02 10:53:23,10.0.0.6,203.161.248.6,youtube.com,1240728,bob
2026-04-02 11:07:00,10.0.0.14,203.3.241.9,office365.com,1438075,ivan
2026-04-02 09:34:51,10.0.0.31,203.252.70.193,spotify.com,1545438,pat
2026-04-02 09:48:56,10.0.0.10,203.103.172.216,spotify.com,1319787,eve
2026-04-02 15:34:25,10.0.0.19,203.172.114.173,microsoft.com,1712394,mallory
2026-04-02 10:44:27,10.0.0.22,203.35.77.136,spotify.com,1693388,oscar
2026-04-02 14:37:24,10.0.0.13,203.85.176.117,salesforce.com,1300267,henry
2026-04-02 08:56:58,10.0.0.13,203.145.130.170,google.com,7670,henry
2026-04-02 11:49:09,10.0.0.6,203.84.64.170,aws.amazon.com,938789,bob
2026-04-02 08:35:41,10.0.0.14,203.29.90.123,microsoft.com,997848,ivan
2026-04-02 08:55:18,10.0.0.12,203.75.64.101,sharepoint.com,797563,grace
2026-04-02 15:50:38,10.0.0.14,203.191.227.74,slack.com,1418539,ivan
2026-04-02 11:29:04,10.0.0.31,203.248.7.28,aws.amazon.com,1731606,pat
2026-04-02 12:52:48,10.0.0.12,203.170.46.117,linkedin.com,29120,grace
2026-04-02 14:09:17,10.0.0.19,203.202.17.22,office365.com,204559,mallory
2026-04-02 09:31:33,10.0.0.22,203.212.141.54,salesforce.com,850319,oscar
2026-04-02 12:56:27,10.0.0.12,203.130.109.242,teams.microsoft.com,1527666,grace
2026-04-02 12:16:56,10.0.0.6,203.66.156.187,aws.amazon.com,1433541,bob
2026-04-02 10:12:19,10.0.0.8,203.37.118.23,netflix.com,1096492,carol
2026-04-02 11:11:11,10.0.0.8,203.119.83.67,youtube.com,1007799,carol
2026-04-02 09:10:15,10.0.0.6,203.243.38.165,spotify.com,171968,bob
2026-04-02 13:45:58,10.0.0.6,203.80.3.243,netflix.com,218199,bob
2026-04-02 15:05:56,10.0.0.9,203.150.28.40,google.com,1616114,dave
2026-04-02 14:33:19,10.0.0.22,203.7.249.249,aws.amazon.com,1169514,oscar
2026-04-02 13:00:31,10.0.0.8,203.167.223.198,zendesk.com,365596,carol
2026-04-02 08:30:55,10.0.0.31,203.182.209.204,spotify.com,76312,pat
2026-04-02 11:21:45,10.0.0.10,203.248.176.91,zendesk.com,876043,eve
2026-04-02 10:55:19,10.0.0.9,203.141.128.92,spotify.com,946520,dave
2026-04-02 12:27:44,10.0.0.10,203.67.139.88,akamai.com,1059631,eve
2026-04-02 14:51:24,10.0.0.12,203.200.209.45,salesforce.com,731939,grace
2026-04-02 12:38:47,10.0.0.12,203.249.246.31,zoom.us,660249,grace
2026-04-02 12:36:09,10.0.0.13,203.231.94.20,github.com,230975,henry
2026-04-02 14:24:57,10.0.0.8,203.144.182.199,netflix.com,141521,carol
2026-04-02 10:52:29,10.0.0.14,203.89.18.145,spotify.com,1602470,ivan
2026-04-02 12:03:59,10.0.0.6,203.181.93.20,fastly.net,1108659,bob
2026-04-02 11:15:17,10.0.0.9,203.30.67.179,google.com,195605,dave
2026-04-02 09:05:44,10.0.0.14,203.83.50.183,cloudflare.com,1171725,ivan
2026-04-02 12:20:15,10.0.0.13,203.87.232.104,slack.com,232352,henry
2026-04-02 11:29:28,10.0.0.5,203.115.193.69,stackoverflow.com,494923,alice
2026-04-02 11:21:26,10.0.0.12,203.88.251.154,google.com,848492,grace
2026-04-02 08:50:22,10.0.0.19,203.30.228.130,spotify.com,1297838,mallory
2026-04-02 15:06:34,10.0.0.14,203.234.46.178,fastly.net,1932817,ivan
2026-04-02 14:11:56,10.0.0.14,203.221.169.206,aws.amazon.com,1527475,ivan
2026-04-02 09:14:49,10.0.0.14,203.1.212.177,akamai.com,727068,ivan
2026-04-02 13:47:26,10.0.0.12,203.247.23.211,youtube.com,1857651,grace
2026-04-02 14:04:18,10.0.0.6,203.220.131.38,google.com,267245,bob
2026-04-02 13:27:55,10.0.0.9,203.121.246.7,salesforce.com,1841734,dave
2026-04-02 14:57:27,10.0.0.6,203.47.8.2,fastly.net,770788,bob
2026-04-02 09:02:21,10.0.0.6,203.153.205.158,sharepoint.com,1043585,bob
2026-04-02 13:32:03,10.0.0.19,203.64.25.84,stackoverflow.com,1706191,mallory
2026-04-02 13:08:06,10.0.0.5,203.210.250.121,linkedin.com,1284234,alice
2026-04-02 09:40:48,10.0.0.6,203.44.139.54,sharepoint.com,929861,bob
2026-04-02 13:31:37,10.0.0.13,203.65.73.149,spotify.com,1253483,henry
2026-04-02 11:34:14,10.0.0.31,203.77.30.110,spotify.com,650507,pat
2026-04-02 15:10:02,10.0.0.6,203.166.138.33,youtube.com,1442666,bob
2026-04-02 14:26:12,10.0.0.12,203.173.242.156,teams.microsoft.com,424029,grace
2026-04-02 09:16:01,10.0.0.22,203.19.201.119,slack.com,1973885,oscar
2026-04-02 12:53:30,10.0.0.31,203.4.229.242,akamai.com,1454012,pat
2026-04-02 14:03:08,10.0.0.5,203.252.35.39,spotify.com,686012,alice
