timestamp,src_ip,query_name,query_type,response
2026-04-02 08:07:51,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.data-out.io,TXT,NXDOMAIN
2026-04-02 09:39:28,10.0.0.8,www.slack.com,A,203.225.56.85
2026-04-02 11:42:03,10.0.0.31,www.github.com,A,203.88.92.23
2026-04-02 10:05:58,10.0.0.8,login.slack.com,A,203.161.35.106
2026-04-02 12:59:36,10.0.0.10,static.apple.com,A,203.170.168.138
2026-04-02 15:26:11,10.0.0.8,assets.apple.com,A,203.47.80.166
2026-04-02 13:46:30,10.0.0.10,assets.cloudflare.com,A,203.19.94.239
2026-04-02 11:09:12,10.0.0.13,api.teams.microsoft.com,A,203.99.220.233
2026-04-02 11:28:11,10.0.0.13,mail.github.com,A,203.110.249.69
2026-04-02 09:35:05,10.0.0.5,api.teams.microsoft.com,A,203.48.176.77
2026-04-02 08:36:05,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 13:33:04,10.0.0.8,assets.google.com,A,203.138.45.20
2026-04-02 09:39:42,10.0.0.5,static.zoom.us,A,203.63.37.135
2026-04-02 08:05:01,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.data-out.io,TXT,NXDOMAIN
2026-04-02 14:18:52,10.0.0.12,www.office365.com,A,203.17.215.225
2026-04-02 08:12:36,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 12:37:12,10.0.0.22,mail.teams.microsoft.com,A,203.201.181.156
2026-04-02 08:56:40,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.data-out.io,TXT,NXDOMAIN
2026-04-02 08:07:10,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 15:40:47,10.0.0.14,static.microsoft.com,A,203.104.194.40
2026-04-02 11:04:12,10.0.0.19,cdn.slack.com,A,203.209.244.226
2026-04-02 09:57:10,10.0.0.6,cdn.slack.com,A,203.191.63.177
2026-04-02 10:59:28,10.0.0.12,static.office365.com,A,203.14.158.107
2026-04-02 08:16:42,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 09:23:28,10.0.0.10,login.office365.com,A,203.140.177.62
2026-04-02 10:26:17,10.0.0.9,cdn.github.com,A,203.136.140.140
2026-04-02 08:30:16,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.data-out.io,TXT,NXDOMAIN
2026-04-02 10:39:11,10.0.0.5,www.apple.com,A,203.132.119.190
2026-04-02 11:14:26,10.0.0.13,static.teams.microsoft.com,A,203.131.37.117
2026-04-02 08:21:08,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:30:48,10.0.0.19,www.apple.com,A,203.234.90.201
2026-04-02 12:15:58,10.0.0.13,www.apple.com,A,203.252.208.66
2026-04-02 08:54:32,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 10:53:47,10.0.0.13,static.zoom.us,A,203.173.34.74
2026-04-02 11:44:22,10.0.0.6,assets.linkedin.com,A,203.60.90.198
2026-04-02 15:14:37,10.0.0.10,login.office365.com,A,203.52.191.228
2026-04-02 13:23:22,10.0.0.13,cdn.microsoft.com,A,203.28.151.230
2026-04-02 08:59:09,10.0.0.22,cdn.cloudflare.com,A,203.28.217.245
2026-04-02 12:17:09,10.0.0.10,mail.github.com,A,203.204.247.130
2026-04-02 08:20:54,10.0.0.7,probe-nroiqt-hq.monitor.internal,A,10.0.0.1
2026-04-02 14:27:23,10.0.0.19,www.cloudflare.com,A,203.51.245.131
2026-04-02 13:01:22,10.0.0.31,mail.microsoft.com,A,203.153.60.174
2026-04-02 12:02:16,10.0.0.31,static.teams.microsoft.com,A,203.194.27.55
2026-04-02 08:51:38,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.data-out.io,TXT,NXDOMAIN
2026-04-02 13:56:21,10.0.0.31,login.github.com,A,203.158.172.144
2026-04-02 15:37:05,10.0.0.10,assets.zoom.us,A,203.210.187.246
2026-04-02 08:02:25,10.0.0.5,assets.slack.com,A,203.213.166.201
2026-04-02 09:26:06,10.0.0.14,www.microsoft.com,A,203.159.212.243
2026-04-02 14:48:55,10.0.0.6,www.teams.microsoft.com,A,203.99.76.213
2026-04-02 10:09:08,10.0.0.14,static.zoom.us,A,203.250.225.30
2026-04-02 13:22:07,10.0.0.9,login.zoom.us,A,203.248.10.48
2026-04-02 15:26:17,10.0.0.6,cdn.cloudflare.com,A,203.34.167.184
2026-04-02 09:27:32,10.0.0.10,api.cloudflare.com,A,203.114.133.234
2026-04-02 15:22:41,10.0.0.9,login.github.com,A,203.46.98.237
2026-04-02 08:02:47,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 12:07:24,10.0.0.22,login.google.com,A,203.81.245.110
2026-04-02 09:03:14,10.0.0.13,www.teams.microsoft.com,A,203.123.106.143
2026-04-02 13:15:52,10.0.0.13,www.zoom.us,A,203.113.151.245
2026-04-02 08:08:01,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:39:04,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.data-out.io,TXT,NXDOMAIN
2026-04-02 08:06:18,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 15:02:26,10.0.0.19,www.microsoft.com,A,203.139.138.240
2026-04-02 11:37:45,10.0.0.9,assets.linkedin.com,A,203.223.22.53
2026-04-02 14:11:32,10.0.0.6,mail.microsoft.com,A,203.15.170.198
2026-04-02 13:15:02,10.0.0.13,www.teams.microsoft.com,A,203.199.17.97
2026-04-02 15:31:43,10.0.0.8,mail.google.com,A,203.183.8.124
2026-04-02 08:18:59,10.0.0.10,login.office365.com,A,203.236.152.34
2026-04-02 08:21:24,10.0.0.6,cdn.apple.com,A,203.96.240.104
2026-04-02 10:24:13,10.0.0.8,cdn.office365.com,A,203.82.52.233
2026-04-02 08:24:17,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:17:03,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:24:36,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:27:51,10.0.0.7,probe-hkevij-hq.monitor.internal,A,10.0.0.1
2026-04-02 09:04:55,10.0.0.6,login.office365.com,A,203.36.10.240
2026-04-02 14:30:54,10.0.0.19,login.microsoft.com,A,203.28.132.123
2026-04-02 09:17:12,10.0.0.19,mail.github.com,A,203.199.68.162
2026-04-02 08:01:28,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.data-out.io,TXT,NXDOMAIN
2026-04-02 13:33:01,10.0.0.12,api.google.com,A,203.1.237.87
2026-04-02 08:10:54,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:16:58,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQU.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 12:55:39,10.0.0.14,api.linkedin.com,A,203.88.24.60
2026-04-02 13:29:07,10.0.0.31,api.google.com,A,203.227.23.149
2026-04-02 08:01:53,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:16:52,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 11:32:45,10.0.0.9,cdn.microsoft.com,A,203.179.88.130
2026-04-02 12:22:13,10.0.0.8,www.linkedin.com,A,203.55.135.135
2026-04-02 14:42:18,10.0.0.10,assets.google.com,A,203.11.138.157
2026-04-02 08:34:26,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:10:38,10.0.0.8,mail.slack.com,A,203.209.73.132
2026-04-02 08:50:05,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.data-out.io,TXT,NXDOMAIN
2026-04-02 08:11:31,10.0.0.7,probe-aabaaa-hq.monitor.internal,A,10.0.0.1
2026-04-02 08:27:23,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 12:58:12,10.0.0.10,mail.apple.com,A,203.216.38.198
2026-04-02 15:57:35,10.0.0.13,login.cloudflare.com,A,203.100.177.84
2026-04-02 08:34:04,10.0.0.14,mail.slack.com,A,203.224.199.184
2026-04-02 08:30:26,10.0.0.10,cdn.cloudflare.com,A,203.84.95.113
2026-04-02 08:01:41,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQU.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:39:40,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:55:54,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUF.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:49:03,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUF.data-out.io,TXT,NXDOMAIN
2026-04-02 08:04:21,10.0.0.7,probe-phkhvk-hq.monitor.internal,A,10.0.0.1
2026-04-02 08:49:36,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 13:34:39,10.0.0.10,static.teams.microsoft.com,A,203.108.140.39
2026-04-02 11:43:00,10.0.0.31,cdn.linkedin.com,A,203.144.189.11
2026-04-02 08:47:29,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.data-out.io,TXT,NXDOMAIN
2026-04-02 13:25:28,10.0.0.12,cdn.google.com,A,203.143.73.66
2026-04-02 08:37:56,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQ.data-out.io,TXT,NXDOMAIN
2026-04-02 08:01:00,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.data-out.io,TXT,NXDOMAIN
2026-04-02 08:09:23,10.0.0.12,www.slack.com,A,203.140.12.171
2026-04-02 14:56:29,10.0.0.19,api.microsoft.com,A,203.3.110.14
2026-04-02 11:44:58,10.0.0.8,login.github.com,A,203.78.116.35
2026-04-02 13:56:06,10.0.0.9,static.microsoft.com,A,203.229.59.153
2026-04-02 08:28:48,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:22:18,10.0.0.31,mail.google.com,A,203.13.28.50
2026-04-02 08:03:19,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.data-out.io,TXT,NXDOMAIN
2026-04-02 09:25:37,10.0.0.10,mail.apple.com,A,203.232.149.69
2026-04-02 08:22:43,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.data-out.io,TXT,NXDOMAIN
2026-04-02 13:50:28,10.0.0.9,login.microsoft.com,A,203.48.142.74
2026-04-02 08:01:27,10.0.0.13,www.linkedin.com,A,203.81.242.153
2026-04-02 11:17:52,10.0.0.9,mail.google.com,A,203.8.112.234
2026-04-02 15:08:47,10.0.0.5,static.slack.com,A,203.150.143.88
2026-04-02 12:15:20,10.0.0.13,login.slack.com,A,203.4.169.224
2026-04-02 13:52:49,10.0.0.5,api.cloudflare.com,A,203.83.234.196
2026-04-02 15:13:17,10.0.0.6,www.slack.com,A,203.53.48.165
2026-04-02 08:09:32,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQU.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:13:58,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.data-out.io,TXT,NXDOMAIN
2026-04-02 08:38:56,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.data-out.io,TXT,NXDOMAIN
2026-04-02 13:30:17,10.0.0.12,static.google.com,A,203.247.212.166
2026-04-02 08:04:46,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUF.data-out.io,TXT,NXDOMAIN
2026-04-02 09:56:43,10.0.0.10,static.teams.microsoft.com,A,203.182.26.207
2026-04-02 08:57:33,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:03:42,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:04:12,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.data-out.io,TXT,NXDOMAIN
2026-04-02 08:29:26,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQU.data-out.io,TXT,NXDOMAIN
2026-04-02 08:23:25,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.data-out.io,TXT,NXDOMAIN
2026-04-02 08:09:45,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.data-out.io,TXT,NXDOMAIN
2026-04-02 08:19:08,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 11:30:00,10.0.0.10,cdn.zoom.us,A,203.151.125.134
2026-04-02 08:28:50,10.0.0.7,probe-mrnqdy-hq.monitor.internal,A,10.0.0.1
2026-04-02 08:50:14,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:22:42,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.data-out.io,TXT,NXDOMAIN
2026-04-02 09:06:01,10.0.0.19,login.google.com,A,203.202.127.82
2026-04-02 12:22:18,10.0.0.8,www.linkedin.com,A,203.210.225.122
2026-04-02 13:07:54,10.0.0.19,static.github.com,A,203.105.169.236
2026-04-02 08:02:07,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:53:05,10.0.0.6,www.microsoft.com,A,203.231.145.184
2026-04-02 08:55:56,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUF.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:52:23,10.0.0.22,login.slack.com,A,203.222.220.73
2026-04-02 08:08:43,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 14:00:13,10.0.0.31,mail.office365.com,A,203.109.65.109
2026-04-02 08:34:50,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.data-out.io,TXT,NXDOMAIN
2026-04-02 11:53:49,10.0.0.9,mail.google.com,A,203.126.105.109
2026-04-02 08:20:21,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 15:21:05,10.0.0.22,static.linkedin.com,A,203.213.230.66
2026-04-02 15:22:50,10.0.0.6,www.apple.com,A,203.99.51.172
2026-04-02 08:47:25,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:11:47,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 13:22:26,10.0.0.13,assets.microsoft.com,A,203.76.183.249
2026-04-02 08:04:12,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 09:32:19,10.0.0.12,login.apple.com,A,203.164.6.245
2026-04-02 12:32:01,10.0.0.9,www.slack.com,A,203.80.82.117
2026-04-02 09:08:16,10.0.0.13,api.github.com,A,203.67.246.228
2026-04-02 08:55:36,10.0.0.7,probe-lvsqbd-hq.monitor.internal,A,10.0.0.1
2026-04-02 11:06:43,10.0.0.13,api.linkedin.com,A,203.32.219.129
2026-04-02 08:33:23,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.data-out.io,TXT,NXDOMAIN
2026-04-02 08:05:41,10.0.0.19,static.github.com,A,203.174.176.136
2026-04-02 09:48:43,10.0.0.5,mail.google.com,A,203.23.176.152
2026-04-02 08:09:38,10.0.0.31,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.data-out.io,TXT,NXDOMAIN
2026-04-02 15:56:50,10.0.0.14,login.slack.com,A,203.252.254.157
2026-04-02 15:36:41,10.0.0.9,assets.apple.com,A,203.167.9.185
2026-04-02 12:43:02,10.0.0.8,login.office365.com,A,203.170.247.203
2026-04-02 11:54:25,10.0.0.14,api.teams.microsoft.com,A,203.218.99.23
2026-04-02 12:39:35,10.0.0.22,login.google.com,A,203.239.145.227
2026-04-02 11:10:58,10.0.0.6,cdn.github.com,A,203.34.159.26
2026-04-02 08:38:50,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:34:57,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUE.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 09:42:01,10.0.0.22,static.teams.microsoft.com,A,203.81.123.7
2026-04-02 13:08:46,10.0.0.13,cdn.google.com,A,203.221.71.75
2026-04-02 08:56:51,10.0.0.7,probe-rxwzjb-hq.monitor.internal,A,10.0.0.1
2026-04-02 08:28:56,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQQ.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:07:10,10.0.0.14,QUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB.tunnel-exfil.xyz,TXT,NXDOMAIN
2026-04-02 08:15:32,10.0.0.8,cdn.zoom.us,A,203.76.92.21
