timestamp,user,src_ip,policy_name,action,severity
2026-04-02 12:43:32,alice,10.0.0.5,Large-Attachment,alert,Medium
2026-04-02 13:52:24,eve,10.0.0.10,Sensitive-File-Upload,monitor,Medium
2026-04-02 11:36:45,carol,10.0.0.8,Bulk-Email-External,alert,Low
2026-04-02 15:34:38,carol,10.0.0.8,Mass-Download,block,Low
2026-04-02 15:46:08,bob,10.0.0.6,Sensitive-File-Upload,monitor,Medium
2026-04-02 13:13:08,eve,10.0.0.10,Large-Attachment,block,Medium
2026-04-02 14:11:14,henry,10.0.0.13,Bulk-Email-External,alert,Low
2026-04-02 14:45:27,carol,10.0.0.8,Large-Attachment,alert,High
2026-04-02 13:10:45,oscar,10.0.0.22,Large-Attachment,block,Medium
2026-04-02 12:03:33,ivan,10.0.0.14,Mass-Download,monitor,High
2026-04-02 15:32:50,henry,10.0.0.13,Sensitive-File-Upload,alert,Low
2026-04-02 15:14:03,dave,10.0.0.9,Sensitive-File-Upload,block,Medium
2026-04-02 14:36:15,carol,10.0.0.8,Sensitive-File-Upload,block,Medium
2026-04-02 10:18:09,carol,10.0.0.8,Large-Attachment,alert,Medium
2026-04-02 09:01:59,pat,10.0.0.31,Sensitive-File-Upload,alert,High
2026-04-02 08:54:58,mallory,10.0.0.19,Large-Attachment,monitor,High
2026-04-02 09:16:02,oscar,10.0.0.22,Sensitive-File-Upload,alert,High
2026-04-02 08:09:45,oscar,10.0.0.22,Mass-Download,monitor,High
2026-04-02 14:17:00,oscar,10.0.0.22,Sensitive-File-Upload,alert,Low
2026-04-02 14:18:01,eve,10.0.0.10,Large-Attachment,alert,Medium
2026-04-02 11:50:04,eve,10.0.0.10,Sensitive-File-Upload,monitor,High
2026-04-02 12:49:57,carol,10.0.0.8,Sensitive-File-Upload,block,High
2026-04-02 08:15:37,bob,10.0.0.6,Bulk-Email-External,alert,High
2026-04-02 13:59:21,carol,10.0.0.8,Mass-Download,block,Medium
2026-04-02 13:07:58,oscar,10.0.0.22,Bulk-Email-External,block,Medium
2026-04-02 14:47:49,alice,10.0.0.5,Bulk-Email-External,block,High
2026-04-02 14:58:51,mallory,10.0.0.19,Bulk-Email-External,monitor,Low
2026-04-02 12:46:46,carol,10.0.0.8,Large-Attachment,alert,Low
2026-04-02 15:11:08,bob,10.0.0.6,Bulk-Email-External,block,Low
2026-04-02 10:42:10,alice,10.0.0.5,Mass-Download,block,Low
2026-04-02 14:51:07,dave,10.0.0.9,Bulk-Email-External,alert,Low
2026-04-02 10:05:27,oscar,10.0.0.22,Mass-Download,monitor,Medium
2026-04-02 12:17:34,eve,10.0.0.10,Mass-Download,block,Low
2026-04-02 08:10:49,ivan,10.0.0.14,Mass-Download,monitor,Medium
2026-04-02 13:51:07,carol,10.0.0.8,Large-Attachment,alert,Low
2026-04-02 08:12:29,carol,10.0.0.8,Large-Attachment,alert,Low
2026-04-02 11:50:47,ivan,10.0.0.14,Mass-Download,monitor,Low
2026-04-02 14:50:14,dave,10.0.0.9,Large-Attachment,alert,Medium
2026-04-02 08:25:16,eve,10.0.0.10,Bulk-Email-External,monitor,Medium
2026-04-02 14:05:01,carol,10.0.0.8,Bulk-Email-External,block,Medium
2026-04-02 15:52:12,carol,10.0.0.8,Bulk-Email-External,monitor,High
2026-04-02 08:07:48,mallory,10.0.0.19,Sensitive-File-Upload,block,Medium
2026-04-02 13:03:59,carol,10.0.0.8,Mass-Download,block,Low
2026-04-02 10:03:24,henry,10.0.0.13,Sensitive-File-Upload,block,Medium
2026-04-02 09:15:04,carol,10.0.0.8,Bulk-Email-External,monitor,Medium
2026-04-02 13:34:07,pat,10.0.0.31,Mass-Download,alert,Medium
2026-04-02 12:33:10,dave,10.0.0.9,Sensitive-File-Upload,monitor,Low
2026-04-02 15:02:49,henry,10.0.0.13,Large-Attachment,block,Medium
2026-04-02 14:04:19,grace,10.0.0.12,Large-Attachment,monitor,Low
2026-04-02 13:40:05,henry,10.0.0.13,Bulk-Email-External,monitor,Medium
2026-04-02 10:20:06,henry,10.0.0.13,Sensitive-File-Upload,block,High
2026-04-02 08:48:49,oscar,10.0.0.22,Sensitive-File-Upload,block,Low
2026-04-02 12:01:56,mallory,10.0.0.19,Sensitive-File-Upload,block,Low
2026-04-02 14:10:37,ivan,10.0.0.14,Sensitive-File-Upload,alert,Low
2026-04-02 12:21:18,oscar,10.0.0.22,Bulk-Email-External,block,Low
2026-04-02 09:04:36,grace,10.0.0.12,Sensitive-File-Upload,alert,High
2026-04-02 08:04:44,henry,10.0.0.13,Mass-Download,block,Low
2026-04-02 14:00:35,henry,10.0.0.13,Sensitive-File-Upload,block,Medium
2026-04-02 10:56:34,oscar,10.0.0.22,Mass-Download,block,High
2026-04-02 08:53:08,carol,10.0.0.8,Large-Attachment,monitor,Low
2026-04-02 10:49:21,ivan,10.0.0.14,Bulk-Email-External,alert,High
2026-04-02 09:06:15,ivan,10.0.0.14,Large-Attachment,block,Low
2026-04-02 11:02:48,alice,10.0.0.5,Sensitive-File-Upload,block,Medium
2026-04-02 11:08:36,eve,10.0.0.10,Mass-Download,alert,Medium
2026-04-02 13:33:15,dave,10.0.0.9,Large-Attachment,block,Low
2026-04-02 12:22:59,oscar,10.0.0.22,Mass-Download,monitor,Low
2026-04-02 09:11:34,bob,10.0.0.6,Mass-Download,monitor,Medium
2026-04-02 08:27:49,bob,10.0.0.6,Mass-Download,alert,High
2026-04-02 08:53:32,grace,10.0.0.12,Mass-Download,block,Medium
2026-04-02 15:24:49,bob,10.0.0.6,Bulk-Email-External,alert,High
2026-04-02 08:48:28,alice,10.0.0.5,Sensitive-File-Upload,monitor,Medium
2026-04-02 08:57:28,oscar,10.0.0.22,Large-Attachment,alert,Medium
2026-04-02 12:02:16,henry,10.0.0.13,Mass-Download,block,Medium
2026-04-02 14:59:21,grace,10.0.0.12,Bulk-Email-External,block,Low
2026-04-02 11:19:45,bob,10.0.0.6,Large-Attachment,block,Medium
2026-04-02 12:04:11,henry,10.0.0.13,Bulk-Email-External,monitor,Low
2026-04-02 08:55:58,bob,10.0.0.6,Mass-Download,monitor,Low
2026-04-02 11:57:23,pat,10.0.0.31,Large-Attachment,monitor,High
2026-04-02 15:50:33,mallory,10.0.0.19,Mass-Download,monitor,Low
2026-04-02 15:31:06,pat,10.0.0.31,Large-Attachment,block,Medium
2026-04-02 08:21:40,eve,10.0.0.10,Large-Attachment,alert,Low
2026-04-02 11:12:05,bob,10.0.0.6,Sensitive-File-Upload,alert,High
2026-04-02 10:40:50,oscar,10.0.0.22,Mass-Download,alert,High
2026-04-02 08:46:22,oscar,10.0.0.22,Mass-Download,alert,Low
2026-04-02 14:05:19,bob,10.0.0.6,Mass-Download,monitor,Low
2026-04-02 09:14:33,henry,10.0.0.13,Mass-Download,alert,High
2026-04-02 09:21:04,dave,10.0.0.9,Bulk-Email-External,block,Low
2026-04-02 08:38:14,alice,10.0.0.5,Large-Attachment,alert,High
2026-04-02 11:51:53,dave,10.0.0.9,Large-Attachment,alert,High
2026-04-02 09:10:38,bob,10.0.0.6,Large-Attachment,alert,Low
2026-04-02 14:19:52,henry,10.0.0.13,Large-Attachment,alert,High
2026-04-02 13:01:18,eve,10.0.0.10,Sensitive-File-Upload,monitor,Medium
2026-04-02 13:01:34,ivan,10.0.0.14,Large-Attachment,monitor,Low
2026-04-02 08:05:20,carol,10.0.0.8,Bulk-Email-External,alert,Medium
2026-04-02 13:29:06,eve,10.0.0.10,Mass-Download,alert,Low
2026-04-02 08:55:43,bob,10.0.0.6,Sensitive-File-Upload,alert,Medium
2026-04-02 15:25:24,eve,10.0.0.10,Mass-Download,monitor,High
2026-04-02 09:31:51,alice,10.0.0.5,Sensitive-File-Upload,alert,High
2026-04-02 14:46:49,grace,10.0.0.12,Large-Attachment,block,Low
2026-04-02 15:09:43,eve,10.0.0.10,Mass-Download,monitor,Low
2026-04-02 15:50:00,carol,10.0.0.8,Sensitive-File-Upload,block,Medium
2026-04-02 09:22:32,grace,10.0.0.12,Sensitive-File-Upload,monitor,High
2026-04-02 08:20:29,oscar,10.0.0.22,Large-Attachment,block,High
2026-04-02 12:08:35,alice,10.0.0.5,Mass-Download,block,Medium
2026-04-02 08:12:34,ivan,10.0.0.14,Large-Attachment,monitor,Medium
2026-04-02 15:31:03,eve,10.0.0.10,Mass-Download,monitor,Medium
2026-04-02 12:37:45,henry,10.0.0.13,Sensitive-File-Upload,alert,Medium
2026-04-02 13:42:29,eve,10.0.0.10,Sensitive-File-Upload,monitor,Low
2026-04-02 08:54:40,pat,10.0.0.31,Mass-Download,alert,Low
2026-04-02 11:47:47,dave,10.0.0.9,Large-Attachment,block,Medium
2026-04-02 11:31:37,grace,10.0.0.12,Bulk-Email-External,alert,Medium
2026-04-02 09:27:50,carol,10.0.0.8,Mass-Download,alert,High
2026-04-02 11:42:55,alice,10.0.0.5,Bulk-Email-External,monitor,Medium
2026-04-02 08:50:57,eve,10.0.0.10,Mass-Download,alert,High
2026-04-02 12:43:15,carol,10.0.0.8,Large-Attachment,block,Medium
2026-04-02 09:58:27,grace,10.0.0.12,Large-Attachment,block,Low
2026-04-02 11:00:12,pat,10.0.0.31,Mass-Download,block,High
2026-04-02 08:54:13,pat,10.0.0.31,Sensitive-File-Upload,monitor,Medium
2026-04-02 08:54:15,oscar,10.0.0.22,Mass-Download,block,Low
2026-04-02 15:06:10,mallory,10.0.0.19,Mass-Download,alert,Low
2026-04-02 12:48:44,pat,10.0.0.31,Mass-Download,alert,High
2026-04-02 11:45:13,alice,10.0.0.5,Bulk-Email-External,block,High
2026-04-02 13:56:51,grace,10.0.0.12,Bulk-Email-External,monitor,High
2026-04-02 15:16:22,carol,10.0.0.8,Mass-Download,alert,High
2026-04-02 15:17:04,alice,10.0.0.5,Bulk-Email-External,block,High
2026-04-02 08:00:45,bob,10.0.0.6,Mass-Download,block,Medium
2026-04-02 10:13:05,eve,10.0.0.10,Mass-Download,alert,High
2026-04-02 12:12:20,henry,10.0.0.13,Mass-Download,monitor,Low
2026-04-02 13:39:39,grace,10.0.0.12,Mass-Download,block,Low
2026-04-02 10:49:19,carol,10.0.0.8,Sensitive-File-Upload,block,Low
2026-04-02 13:01:55,bob,10.0.0.6,Sensitive-File-Upload,monitor,Low
2026-04-02 08:48:30,grace,10.0.0.12,Large-Attachment,monitor,High
2026-04-02 12:31:33,eve,10.0.0.10,Large-Attachment,block,Low
2026-04-02 12:42:52,mallory,10.0.0.19,Sensitive-File-Upload,monitor,High
2026-04-02 15:48:39,alice,10.0.0.5,Mass-Download,monitor,High
2026-04-02 13:25:16,dave,10.0.0.9,Bulk-Email-External,monitor,Low
2026-04-02 13:54:45,carol,10.0.0.8,Mass-Download,alert,Medium
2026-04-02 09:20:00,alice,10.0.0.5,Bulk-Email-External,alert,Low
2026-04-02 08:48:59,pat,10.0.0.31,Large-Attachment,alert,Medium
2026-04-02 10:30:02,oscar,10.0.0.22,Large-Attachment,block,Low
2026-04-02 10:04:36,bob,10.0.0.6,Large-Attachment,monitor,Medium
2026-04-02 14:27:09,alice,10.0.0.5,Mass-Download,monitor,Medium
2026-04-02 14:24:48,ivan,10.0.0.14,Sensitive-File-Upload,monitor,Low
2026-04-02 08:43:32,dave,10.0.0.9,Large-Attachment,monitor,Medium
2026-04-02 09:57:03,henry,10.0.0.13,Bulk-Email-External,alert,Medium
2026-04-02 14:49:57,dave,10.0.0.9,Bulk-Email-External,alert,High
2026-04-02 13:56:52,carol,10.0.0.8,Large-Attachment,block,High
2026-04-02 15:27:37,carol,10.0.0.8,Mass-Download,alert,Medium
2026-04-02 08:03:23,grace,10.0.0.12,Bulk-Email-External,monitor,Medium
2026-04-02 08:06:20,bob,10.0.0.6,Bulk-Email-External,monitor,Low
2026-04-02 11:45:13,ivan,10.0.0.14,Mass-Download,monitor,Low
2026-04-02 08:08:59,alice,10.0.0.5,Mass-Download,monitor,Low
2026-04-02 09:34:46,ivan,10.0.0.14,Bulk-Email-External,block,Medium
2026-04-02 14:15:46,carol,10.0.0.8,Sensitive-File-Upload,monitor,Low
2026-04-02 11:04:51,oscar,10.0.0.22,Sensitive-File-Upload,monitor,Medium
2026-04-02 15:20:51,ivan,10.0.0.14,Large-Attachment,monitor,High
2026-04-02 12:24:01,carol,10.0.0.8,Large-Attachment,block,Medium
2026-04-02 11:37:40,dave,10.0.0.9,Large-Attachment,block,Medium
2026-04-02 15:42:32,carol,10.0.0.8,Mass-Download,block,High
2026-04-02 12:33:13,oscar,10.0.0.22,Large-Attachment,alert,Low
2026-04-02 15:32:42,mallory,10.0.0.19,Bulk-Email-External,alert,Low
2026-04-02 13:47:10,pat,10.0.0.31,Mass-Download,alert,High
2026-04-02 13:07:32,mallory,10.0.0.19,Large-Attachment,alert,Low
2026-04-02 09:38:37,oscar,10.0.0.22,Large-Attachment,alert,Medium
2026-04-02 08:58:20,alice,10.0.0.5,Sensitive-File-Upload,monitor,Medium
2026-04-02 09:31:06,carol,10.0.0.8,Sensitive-File-Upload,monitor,Low
2026-04-02 12:40:25,grace,10.0.0.12,Large-Attachment,monitor,Medium
2026-04-02 15:37:59,grace,10.0.0.12,Large-Attachment,alert,Low
2026-04-02 15:45:54,grace,10.0.0.12,Bulk-Email-External,block,Medium
2026-04-02 10:08:33,grace,10.0.0.12,Mass-Download,block,Medium
2026-04-02 09:17:08,eve,10.0.0.10,Bulk-Email-External,block,Low
2026-04-02 08:56:18,eve,10.0.0.10,Mass-Download,alert,Low
2026-04-02 12:10:24,oscar,10.0.0.22,Sensitive-File-Upload,monitor,Medium
2026-04-02 08:38:37,pat,10.0.0.31,Sensitive-File-Upload,block,High
2026-04-02 09:48:41,eve,10.0.0.10,Bulk-Email-External,block,High
2026-04-02 13:57:06,dave,10.0.0.9,Sensitive-File-Upload,alert,High
2026-04-02 10:35:34,dave,10.0.0.9,Bulk-Email-External,block,High
2026-04-02 09:57:36,mallory,10.0.0.19,Large-Attachment,monitor,Medium
2026-04-02 11:48:49,carol,10.0.0.8,Bulk-Email-External,monitor,Low
2026-04-02 12:02:29,grace,10.0.0.12,Mass-Download,block,Medium
2026-04-02 14:55:04,alice,10.0.0.5,Sensitive-File-Upload,alert,High
2026-04-02 14:48:38,oscar,10.0.0.22,Mass-Download,block,Low
2026-04-02 15:12:48,dave,10.0.0.9,Mass-Download,monitor,Low
2026-04-02 15:12:09,oscar,10.0.0.22,Sensitive-File-Upload,alert,Medium
2026-04-02 10:16:18,mallory,10.0.0.19,Large-Attachment,monitor,Low
2026-04-02 11:41:34,dave,10.0.0.9,Sensitive-File-Upload,block,Low
2026-04-02 15:26:44,bob,10.0.0.6,Bulk-Email-External,alert,High
2026-04-02 12:22:06,pat,10.0.0.31,Bulk-Email-External,block,Low
2026-04-02 14:41:04,henry,10.0.0.13,Sensitive-File-Upload,block,Low
2026-04-02 14:47:03,bob,10.0.0.6,Large-Attachment,alert,Low
2026-04-02 11:48:10,grace,10.0.0.12,Large-Attachment,block,High
2026-04-02 11:57:46,ivan,10.0.0.14,Mass-Download,alert,High
2026-04-02 11:14:49,mallory,10.0.0.19,Large-Attachment,alert,Low
2026-04-02 09:48:51,bob,10.0.0.6,Sensitive-File-Upload,alert,Low
2026-04-02 14:10:57,grace,10.0.0.12,Large-Attachment,monitor,Medium
2026-04-02 14:50:59,henry,10.0.0.13,Large-Attachment,alert,Medium
2026-04-02 11:29:46,ivan,10.0.0.14,Bulk-Email-External,monitor,Low
2026-04-02 15:58:37,grace,10.0.0.12,Sensitive-File-Upload,monitor,Low
2026-04-02 15:23:57,grace,10.0.0.12,Sensitive-File-Upload,monitor,Low
2026-04-02 08:41:53,alice,10.0.0.5,Sensitive-File-Upload,block,Low
2026-04-02 09:52:20,grace,10.0.0.12,Bulk-Email-External,alert,High
2026-04-02 10:08:28,bob,10.0.0.6,Mass-Download,monitor,High
2026-04-02 08:55:06,dave,10.0.0.9,Mass-Download,alert,Medium
2026-04-02 10:11:51,dave,10.0.0.9,Sensitive-File-Upload,monitor,High
2026-04-02 14:48:44,ivan,10.0.0.14,Sensitive-File-Upload,block,Medium
2026-04-02 12:38:42,henry,10.0.0.13,Bulk-Email-External,block,High
2026-04-02 08:50:13,mallory,10.0.0.19,Sensitive-File-Upload,monitor,Medium
2026-04-02 10:35:57,eve,10.0.0.10,Bulk-Email-External,monitor,Medium
2026-04-02 14:28:39,carol,10.0.0.8,Sensitive-File-Upload,alert,Low
2026-04-02 13:29:07,pat,10.0.0.31,Bulk-Email-External,block,Low
2026-04-02 08:20:41,dave,10.0.0.9,Mass-Download,alert,Low
2026-04-02 15:23:56,ivan,10.0.0.14,Mass-Download,block,Low
2026-04-02 14:52:32,eve,10.0.0.10,Sensitive-File-Upload,monitor,Medium
2026-04-02 15:41:46,alice,10.0.0.5,Bulk-Email-External,block,High
2026-04-02 12:54:58,eve,10.0.0.10,Mass-Download,block,High
2026-04-02 12:24:52,bob,10.0.0.6,Large-Attachment,alert,High
2026-04-02 10:24:42,bob,10.0.0.6,Large-Attachment,monitor,Medium
2026-04-02 15:03:56,carol,10.0.0.8,Sensitive-File-Upload,block,Low
2026-04-02 13:11:23,bob,10.0.0.6,Bulk-Email-External,block,Medium
2026-04-02 15:24:30,bob,10.0.0.6,Bulk-Email-External,alert,High
2026-04-02 12:52:01,bob,10.0.0.6,Sensitive-File-Upload,block,Low
2026-04-02 11:27:39,ivan,10.0.0.14,Large-Attachment,alert,Low
2026-04-02 15:13:22,pat,10.0.0.31,Mass-Download,block,High
2026-04-02 10:39:57,pat,10.0.0.31,Large-Attachment,monitor,Medium
2026-04-02 13:49:08,oscar,10.0.0.22,Sensitive-File-Upload,alert,High
2026-04-02 12:40:23,oscar,10.0.0.22,Mass-Download,monitor,Medium
2026-04-02 10:50:59,pat,10.0.0.31,Large-Attachment,monitor,Low
2026-04-02 10:06:10,pat,10.0.0.31,Bulk-Email-External,alert,Medium
2026-04-02 11:18:52,carol,10.0.0.8,Bulk-Email-External,monitor,Medium
2026-04-02 13:45:42,carol,10.0.0.8,Bulk-Email-External,monitor,Low
2026-04-02 11:43:22,alice,10.0.0.5,Sensitive-File-Upload,alert,High
2026-04-02 15:20:17,henry,10.0.0.13,Sensitive-File-Upload,monitor,High
2026-04-02 08:24:01,grace,10.0.0.12,Sensitive-File-Upload,monitor,High
2026-04-02 08:57:38,alice,10.0.0.5,Mass-Download,block,Low
2026-04-02 09:28:06,alice,10.0.0.5,Large-Attachment,monitor,High
2026-04-02 15:29:55,grace,10.0.0.12,Large-Attachment,monitor,High
2026-04-02 08:49:00,bob,10.0.0.6,Mass-Download,monitor,Medium
2026-04-02 13:24:24,oscar,10.0.0.22,Bulk-Email-External,alert,Medium
2026-04-02 12:07:42,pat,10.0.0.31,Bulk-Email-External,alert,Medium
2026-04-02 10:40:29,oscar,10.0.0.22,Sensitive-File-Upload,block,High
2026-04-02 09:43:00,mallory,10.0.0.19,Mass-Download,block,Medium
2026-04-02 10:01:02,henry,10.0.0.13,Bulk-Email-External,alert,High
2026-04-02 15:55:51,bob,10.0.0.6,Large-Attachment,alert,Low
2026-04-02 14:15:59,bob,10.0.0.6,Large-Attachment,alert,Medium
2026-04-02 10:11:10,oscar,10.0.0.22,Sensitive-File-Upload,block,Low
2026-04-02 09:36:19,grace,10.0.0.12,Bulk-Email-External,monitor,High
2026-04-02 13:50:45,eve,10.0.0.10,Large-Attachment,monitor,High
2026-04-02 14:04:50,oscar,10.0.0.22,Mass-Download,monitor,High
2026-04-02 10:16:46,dave,10.0.0.9,Sensitive-File-Upload,alert,Low
2026-04-02 14:52:27,henry,10.0.0.13,Mass-Download,alert,Medium
2026-04-02 08:24:38,grace,10.0.0.12,Mass-Download,block,Medium
2026-04-02 08:26:10,eve,10.0.0.10,Mass-Download,alert,Medium
2026-04-02 12:13:47,ivan,10.0.0.14,Large-Attachment,alert,Low
2026-04-02 14:41:15,pat,10.0.0.31,Large-Attachment,monitor,Low
2026-04-02 14:02:36,ivan,10.0.0.14,Bulk-Email-External,alert,Medium
2026-04-02 09:08:06,oscar,10.0.0.22,Sensitive-File-Upload,block,High
2026-04-02 11:27:16,carol,10.0.0.8,Bulk-Email-External,monitor,Low
2026-04-02 08:59:39,mallory,10.0.0.19,Bulk-Email-External,alert,Medium
2026-04-02 10:43:31,oscar,10.0.0.22,Mass-Download,block,Medium
2026-04-02 12:23:26,grace,10.0.0.12,Bulk-Email-External,block,High
2026-04-02 14:08:07,grace,10.0.0.12,Large-Attachment,monitor,High
2026-04-02 15:37:07,pat,10.0.0.31,Bulk-Email-External,alert,Low
2026-04-02 09:05:27,grace,10.0.0.12,Large-Attachment,monitor,High
2026-04-02 14:58:52,ivan,10.0.0.14,Sensitive-File-Upload,alert,High
2026-04-02 15:55:50,bob,10.0.0.6,Bulk-Email-External,monitor,Medium
2026-04-02 15:50:17,oscar,10.0.0.22,Sensitive-File-Upload,alert,High
2026-04-02 12:24:20,alice,10.0.0.5,Sensitive-File-Upload,block,Low
2026-04-02 10:26:04,carol,10.0.0.8,Bulk-Email-External,block,Medium
2026-04-02 13:27:36,grace,10.0.0.12,Large-Attachment,alert,High
2026-04-02 10:56:25,pat,10.0.0.31,Sensitive-File-Upload,block,Medium
2026-04-02 08:57:50,dave,10.0.0.9,Large-Attachment,block,Medium
2026-04-02 12:47:36,carol,10.0.0.8,Large-Attachment,block,Low
2026-04-02 14:22:16,carol,10.0.0.8,Bulk-Email-External,monitor,Low
2026-04-02 08:44:11,oscar,10.0.0.22,Mass-Download,alert,High
2026-04-02 11:57:26,eve,10.0.0.10,Mass-Download,block,Medium
2026-04-02 13:07:45,henry,10.0.0.13,Bulk-Email-External,block,Low
2026-04-02 08:21:39,eve,10.0.0.10,Mass-Download,alert,High
2026-04-02 09:31:39,eve,10.0.0.10,Sensitive-File-Upload,monitor,Low
2026-04-02 12:47:34,carol,10.0.0.8,Large-Attachment,monitor,Low
2026-04-02 12:51:16,dave,10.0.0.9,Sensitive-File-Upload,monitor,High
2026-04-02 09:33:27,oscar,10.0.0.22,Large-Attachment,block,Medium
2026-04-02 11:06:56,carol,10.0.0.8,Large-Attachment,block,Medium
2026-04-02 09:21:07,henry,10.0.0.13,Mass-Download,block,High
2026-04-02 09:00:25,dave,10.0.0.9,Mass-Download,alert,High
2026-04-02 14:37:51,carol,10.0.0.8,Bulk-Email-External,alert,Medium
2026-04-02 14:34:48,mallory,10.0.0.19,Mass-Download,block,Low
2026-04-02 12:42:09,eve,10.0.0.10,Large-Attachment,block,Medium
2026-04-02 12:51:28,ivan,10.0.0.14,Large-Attachment,monitor,High
2026-04-02 14:04:31,pat,10.0.0.31,Large-Attachment,monitor,Medium
2026-04-02 15:51:57,bob,10.0.0.6,Sensitive-File-Upload,monitor,High
2026-04-02 13:25:55,pat,10.0.0.31,Bulk-Email-External,block,Medium
2026-04-02 12:41:51,oscar,10.0.0.22,Large-Attachment,alert,Medium
2026-04-02 15:28:20,oscar,10.0.0.22,Bulk-Email-External,monitor,Medium
2026-04-02 13:19:35,alice,10.0.0.5,Sensitive-File-Upload,block,High
2026-04-02 15:52:56,henry,10.0.0.13,Mass-Download,monitor,High
2026-04-02 11:08:54,alice,10.0.0.5,Large-Attachment,monitor,Medium
2026-04-02 15:01:54,grace,10.0.0.12,Mass-Download,alert,High
2026-04-02 12:22:59,carol,10.0.0.8,Mass-Download,block,Low
2026-04-02 09:31:56,bob,10.0.0.6,Mass-Download,block,Low
2026-04-02 09:36:10,carol,10.0.0.8,Bulk-Email-External,monitor,Medium
2026-04-02 09:19:45,eve,10.0.0.10,Bulk-Email-External,alert,Medium
2026-04-02 13:02:44,ivan,10.0.0.14,Bulk-Email-External,block,High
2026-04-02 11:47:23,ivan,10.0.0.14,Mass-Download,alert,Low
2026-04-02 10:34:59,ivan,10.0.0.14,Sensitive-File-Upload,alert,High
2026-04-02 12:30:06,bob,10.0.0.6,Large-Attachment,monitor,Medium
2026-04-02 12:52:32,dave,10.0.0.9,Large-Attachment,block,High
2026-04-02 09:13:20,grace,10.0.0.12,Large-Attachment,alert,Low
2026-04-02 08:58:04,eve,10.0.0.10,Large-Attachment,monitor,High
2026-04-02 12:13:50,bob,10.0.0.6,Mass-Download,block,High
2026-04-02 08:20:17,pat,10.0.0.31,Large-Attachment,block,Low
2026-04-02 15:24:57,dave,10.0.0.9,Mass-Download,monitor,High
2026-04-02 11:29:06,grace,10.0.0.12,Bulk-Email-External,monitor,Low
2026-04-02 11:45:40,mallory,10.0.0.19,Sensitive-File-Upload,monitor,Medium
2026-04-02 10:54:11,pat,10.0.0.31,Sensitive-File-Upload,block,Medium
2026-04-02 09:10:26,ivan,10.0.0.14,Mass-Download,block,Low
2026-04-02 11:13:48,henry,10.0.0.13,Mass-Download,monitor,Medium
2026-04-02 10:51:18,dave,10.0.0.9,Sensitive-File-Upload,monitor,Low
2026-04-02 09:56:30,carol,10.0.0.8,Sensitive-File-Upload,alert,Low
2026-04-02 09:47:18,carol,10.0.0.8,Large-Attachment,alert,High
2026-04-02 13:50:07,alice,10.0.0.5,Sensitive-File-Upload,alert,High
2026-04-02 08:20:40,henry,10.0.0.13,Sensitive-File-Upload,block,Medium
2026-04-02 12:14:42,eve,10.0.0.10,Large-Attachment,monitor,High
2026-04-02 14:51:13,alice,10.0.0.5,Large-Attachment,block,Medium
2026-04-02 15:57:32,oscar,10.0.0.22,Large-Attachment,monitor,High
